Metric,1,2,3,4,5,6,8,10
Inserted_Keys,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Skipped_Duplicates,185.6,198.4,193.6,194.4,189.9,188.0,203.4,192.4
Nodes_Saved,2185.2,1626.4,1407.2,1287.3,1210.2,1114.3,1028.7,954.5
Nodes_Loaded,5442.8,3804.6,3206.5,2667.3,2522.0,2390.7,2225.5,1939.2
Nodes_Cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pages_Saved,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Pages_Loaded,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Pages_Cache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metadata_Loaded,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0
Metadata_Saved,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
